epoch,accuracy,loss,val_accuracy,val_loss
0,0.7395359873771667,0.5061843991279602,0.9502868056297302,0.18561983108520508
1,0.8148767948150635,0.40400975942611694,0.9655831456184387,0.125888392329216
2,0.8222913146018982,0.36997756361961365,0.971319317817688,0.12215209007263184
3,0.8359244465827942,0.3590787649154663,0.9885277152061462,0.08820950239896774
4,0.851470947265625,0.31921347975730896,0.9694072604179382,0.11690644919872284
5,0.8500359058380127,0.33219486474990845,0.942638635635376,0.14853942394256592
6,0.8452523350715637,0.3408278226852417,0.9789674878120422,0.08637974411249161
7,0.8651040196418762,0.3063531219959259,0.9827916026115417,0.056995779275894165
8,0.8684525489807129,0.2965478301048279,0.9827916026115417,0.07541292160749435
